Year,station,BEN,CO,EBE,MXY,NMHC,NO_2,NOx,OXY,O_3,PM10,PXY,SO_2,TCH,TOL,PM25,NO,CH4
2018,28079035,100,0.659722222,100,,100,0.520833333,0.520833333,,1.006944444,100,,0.625,100,100,100,0.520833333,100
2018,28079036,100,0.451388889,100,,100,0.520833333,0.520833333,,100,1.597222222,,0.694444444,100,100,100,0.520833333,100
2018,28079038,0.763888889,100,0.763888889,,100,0.208333333,0.208333333,,100,0.451388889,,0.173611111,100,0.763888889,0.416666667,0.208333333,100
2018,28079039,100,1.180555556,100,,100,1.215277778,1.215277778,,1.145833333,100,,100,100,100,100,1.215277778,100
2018,28079040,100,100,100,,100,0.208333333,0.208333333,,100,2.222222222,,0.451388889,100,100,100,0.208333333,100
2018,28079047,100,100,100,,100,0.208333333,0.208333333,,100,2.465277778,,100,100,100,2.465277778,0.208333333,100
2018,28079048,100,100,100,,100,0.138888889,0.138888889,,100,0.381944444,,100,100,100,0.3125,0.138888889,100
2018,28079049,100,100,100,,100,0.138888889,0.138888889,,0.208333333,100,,100,100,100,100,0.138888889,100
2018,28079050,100,100,100,,100,0.763888889,0.763888889,,100,1.319444444,,100,100,100,1.284722222,0.763888889,100
2018,28079054,100,100,100,,100,0.347222222,0.347222222,,0.3125,100,,100,100,100,100,0.347222222,100
2018,28079055,1.215277778,100,1.215277778,,1.736111111,0.243055556,0.243055556,,100,0.590277778,,100,1.736111111,1.215277778,100,0.243055556,1.736111111
2018,28079056,100,1.388888889,100,,100,0.9375,0.9375,,1.006944444,4.305555556,,100,100,100,4.166666667,0.9375,100
2018,28079057,100,0.173611111,100,,100,0.208333333,0.208333333,,100,0.069444444,,0.173611111,100,100,100,0.208333333,100
2018,28079058,100,100,100,,100,0.277777778,0.277777778,,0.173611111,100,,100,100,100,100,0.277777778,100
2018,28079059,100,100,100,,100,0.208333333,0.208333333,,0.173611111,100,,100,100,100,100,0.208333333,100
2018,28079060,100,100,100,,100,0.138888889,0.138888889,,0.3125,0.208333333,,100,100,100,100,0.138888889,100
